date,gross_ret,net_ret,turnover,n_holdings,n_kept,illiquid_share,trading_cost,gross_nav,net_nav
2025-08-04,0.04668690201672836,0.04290690201672836,0.7,20,6,0.35,0.00378,1.3104944736057118,0.7626089104585955
2025-08-11,-0.0015406305632249997,-0.0050206305632249995,0.6,20,8,0.45,0.00348,1.3084754857667376,0.7587801328549594
2025-08-18,0.028096274279353566,0.024376274279353564,0.6,20,8,0.55,0.00372,1.3452387719026502,0.7772763654911562
2025-08-25,-0.028511365284755015,-0.030831365284755014,0.4,20,12,0.45,0.0023200000000000004,1.3068841778817184,0.7533118739394916
2025-09-01,0.005125043014680269,0.002025043014680269,0.5,20,10,0.55,0.0031000000000000003,1.3135820155085673,0.7548373628876884
2025-09-08,-0.007787485210586932,-0.010347485210586932,0.4,20,12,0.6,0.0025599999999999998,1.3033525149899015,0.7470266944388096
2025-09-15,-0.0020532366871336555,-0.005953236687133656,0.65,20,7,0.5,0.0039000000000000003,1.3006764237898563,0.7425794677152083
2025-09-22,0.007732063139714881,0.00443206313971488,0.55,20,9,0.5,0.0033000000000000004,1.310733336022938,0.7458706268023779
2025-09-29,-0.004760139473217623,-0.008820139473217622,0.7,20,6,0.45,0.00406,1.304494062531273,0.7392919438450047
2025-10-14,-8.449713158098019e-05,-0.0033244971315809805,0.6,20,8,0.35,0.0032400000000000003,1.3043838365248248,0.7368341698982911
2025-10-21,0.022657314671532945,0.018877314671532947,0.7,20,6,0.35,0.00378,1.3339376715614293,0.7507436203841988
2025-10-28,0.018771648771538918,0.015651648771538917,0.65,20,7,0.2,0.0031200000000000004,1.3589778810151047,0.762493995847926
2025-11-04,0.029979350076343492,0.02517935007634349,0.8,20,4,0.5,0.0048000000000000004,1.399719154656064,0.7816930991004909
2025-11-11,0.028079128205984506,0.025219128205984504,0.55,20,9,0.3,0.00286,1.4390220482520237,0.8014067175844396
2025-11-18,-0.013174074597779233,-0.017094074597779233,0.7,20,6,0.4,0.00392,1.4200642644405026,0.7877074113708898
2025-11-25,0.01318702231638772,0.008987022316387719,0.7,20,6,0.5,0.0042,1.4387906835863842,0.794786555455664
2025-12-02,0.01735637222677107,0.014636372226771069,0.4,20,12,0.7,0.00272,1.46376287024712,0.8064193473221464
2025-12-09,-0.060513566779773174,-0.06486356677977317,0.75,20,5,0.45,0.004350000000000001,1.3751853580486684,0.7541121121346152
2025-12-16,0.03997787499465423,0.03667787499465423,0.5,20,10,0.65,0.0033,1.4301623463872168,0.7817713419154432
2025-12-23,0.009919893514482811,0.005439893514482812,0.7,20,6,0.6,0.00448,1.444349404571801,0.7860240947681375
